Source Target Weight
褚禄山 陈芝豹 119
褚禄山 齐当国 53
褚禄山 徐渭熊 55
褚禄山 徐北枳 60
褚禄山 董卓 81
褚禄山 钟洪武 57
褚禄山 燕文鸾 108
褚禄山 顾大祖 52
褚禄山 寇江淮 49
红薯 徐凤年 332
温华 徐凤年 481
温华 黄阵图 76
温华 徐小子 73
温华 轩辕青锋 80
鱼幼薇 徐凤年 321
鱼幼薇 武媚娘 76
鱼幼薇 李淳罡 47
严杰溪 徐凤年 54
严杰溪 李功德 61
严杰溪 徐骁 54
严池集 徐凤年 57
严池集 陈望 51
李翰林 徐凤年 159
李翰林 李功德 90
李翰林 李负真 47
武媚娘 鱼幼薇 76
武媚娘 徐凤年 80
徐脂虎 徐凤年 150
徐脂虎 徐渭熊 61
黄瓜 徐凤年 56
绿蚁 徐凤年 259
绿蚁 徐骁 79
徐渭熊 徐骁 178
徐渭熊 徐凤年 505
徐渭熊 徐龙象 79
徐渭熊 徐脂虎 61
徐渭熊 褚禄山 55
陈芝豹 徐骁 461
陈芝豹 徐凤年 604
陈芝豹 褚禄山 119
陈芝豹 袁左宗 110
陈芝豹 齐当国 62
陈芝豹 李义山 47
陈芝豹 顾剑棠 180
陈芝豹 王绣 52
陈芝豹 曹长卿 78
陈芝豹 张巨鹿 51
陈芝豹 卢升象 73
陈芝豹 董卓 50
陈芝豹 钟洪武 82
陈芝豹 燕文鸾 76
陈芝豹 赵篆 62
李义山 徐骁 274
李义山 徐凤年 444
李义山 陈芝豹 47
李义山 赵长陵 150
王仙芝 邓太阿 263
王仙芝 徐凤年 794
王仙芝 徐骁 91
王仙芝 李淳罡 320
王仙芝 齐玄帧 83
王仙芝 曹长卿 189
王仙芝 王老怪 63
王仙芝 王小屏 90
王仙芝 顾剑棠 53
王仙芝 拓跋菩萨 62
王仙芝 轩辕青锋 119
王仙芝 刘松涛 64
王仙芝 宋念卿 66
王仙芝 隋斜谷 65
王仙芝 于新郎 64
王仙芝 高树露 84
李淳罡 徐凤年 907
李淳罡 王仙芝 320
李淳罡 姜泥 100
李淳罡 吕钱塘 49
李淳罡 吴六鼎 108
李淳罡 邓太阿 243
李淳罡 曹长卿 134
李淳罡 徐骁 57
李淳罡 鱼幼薇 47
李淳罡 青鸟 84
李淳罡 齐玄帧 66
李淳罡 吕祖 47
李淳罡 赵希抟 49
邓太阿 王仙芝 263
邓太阿 曹长卿 202
邓太阿 徐凤年 530
邓太阿 李淳罡 243
邓太阿 徐骁 57
邓太阿 顾剑棠 46
邓太阿 拓跋菩萨 87
青鸟 徐凤年 586
青鸟 李淳罡 84
王重楼 徐凤年 101
王重楼 洪洗象 52
樊小钗 徐凤年 83
曹长卿 徐凤年 449
曹长卿 邓太阿 202
曹长卿 王仙芝 189
曹长卿 李淳罡 134
曹长卿 徐骁 131
曹长卿 姜泥 122
曹长卿 孙希济 51
曹长卿 顾剑棠 160
曹长卿 张巨鹿 55
曹长卿 李密 72
曹长卿 陈芝豹 78
曹长卿 卢升象 61
曹长卿 谢西陲 65
曹长卿 寇江淮 57
王老怪 王仙芝 63
李功德 严杰溪 61
李功德 徐骁 144
李功德 徐凤年 276
李功德 李翰林 90
李功德 徐北枳 105
李功德 黄楠郡 86
李功德 宋岩 65
李功德 李息 49
严东吴 徐凤年 58
韩貂寺 徐凤年 250
齐阳龙 张巨鹿 76
齐阳龙 桓温 80
黄龙士 徐凤年 113
黄三甲 徐凤年 88
王小屏 徐凤年 100
王小屏 王仙芝 90
陈繇 徐凤年 65
吴六鼎 李淳罡 108
吴六鼎 徐凤年 91
吴六鼎 翠花 123
齐玄帧 王仙芝 83
齐玄帧 徐凤年 63
齐玄帧 李淳罡 66
齐玄帧 吕祖 54
谢观 徐凤年 61
叶白夔 徐骁 55
老夫子 徐凤年 57
老夫子 苏酥 182
赵长陵 徐骁 131
赵长陵 李义山 150
赵长陵 徐凤年 78
赵丹霞 赵丹坪 48
赵希抟 徐龙象 65
赵希抟 徐凤年 84
赵希抟 赵丹坪 46
赵希抟 李淳罡 49
白煜 徐凤年 149
白煜 赵凝神 61
白煜 宋洞明 102
白煜 杨慎杏 55
徐小子 温华 73
张巨鹿 徐凤年 243
张巨鹿 徐骁 211
张巨鹿 张首辅 48
张巨鹿 顾剑棠 178
张巨鹿 曹长卿 55
张巨鹿 陈芝豹 51
张巨鹿 桓温 160
张巨鹿 赵右龄 65
张巨鹿 王雄贵 119
张巨鹿 张庐 75
张巨鹿 元本溪 60
张巨鹿 赵篆 80
张巨鹿 齐阳龙 76
张巨鹿 殷茂春 48
张首辅 张巨鹿 48
赵丹坪 赵希抟 46
赵丹坪 赵丹霞 48
吕钱塘 舒羞 98
吕钱塘 杨青风 60
吕钱塘 徐凤年 158
吕钱塘 李淳罡 49
舒羞 吕钱塘 98
舒羞 杨青风 125
舒羞 徐凤年 238
舒羞 裴南苇 79
杨青风 舒羞 125
杨青风 吕钱塘 60
杨青风 徐凤年 87
魏叔阳 徐凤年 114
王遂 徐骁 52
王遂 徐凤年 91
王遂 顾剑棠 55
王铜山 吴重轩 140
王绣 陈芝豹 52
王绣 徐凤年 71
晋兰亭 徐凤年 61
晋兰亭 徐骁 62
晋兰亭 晋三郎 59
顾剑棠 徐骁 390
顾剑棠 张巨鹿 178
顾剑棠 徐凤年 321
顾剑棠 陈芝豹 180
顾剑棠 曹长卿 160
顾剑棠 卢白颉 77
顾剑棠 卢升象 129
顾剑棠 王仙芝 53
顾剑棠 邓太阿 46
顾剑棠 袁庭山 166
顾剑棠 顾庐 55
顾剑棠 蔡楠 79
顾剑棠 杨慎杏 52
顾剑棠 许拱 72
顾剑棠 王遂 55
韩生宣 徐凤年 102
晋三郎 晋兰亭 59
赵衡 徐凤年 139
赵衡 徐骁 46
赵衡 赵珣 76
赵衡 裴南苇 57
姚白峰 徐骁 60
姚白峰 徐凤年 131
吕祖 李淳罡 47
吕祖 齐玄帧 54
吕祖 徐凤年 82
吕祖 洪洗象 46
杨太岁 徐凤年 73
王林泉 徐凤年 97
王林泉 徐骁 67
王林泉 陆东疆 47
王初冬 徐凤年 136
孙希济 曹长卿 51
赵珣 徐凤年 141
赵珣 赵衡 76
赵珣 裴南苇 73
赵珣 陆诩 109
齐仙侠 洪洗象 48
洪敬岩 徐凤年 153
洪敬岩 拓跋菩萨 94
洪敬岩 慕容宝鼎 64
洪敬岩 董卓 68
裴南苇 徐凤年 395
裴南苇 赵衡 57
裴南苇 赵珣 73
裴南苇 徐骁 46
裴南苇 舒羞 79
孙子 徐凤年 57
王生 徐凤年 179
王生 吕云长 172
王生 余地龙 80
李当心 徐凤年 83
陆诩 赵珣 109
陆诩 杏花 48
陆诩 徐凤年 51
翠花 吴六鼎 123
王明寅 徐凤年 79
赵楷 徐凤年 84
陆东疆 陆丞燕 79
陆东疆 徐骁 51
陆东疆 徐凤年 109
陆东疆 王林泉 47
陆东疆 陆氏 49
陆东疆 宋洞明 46
陆费墀 徐凤年 46
陆丞燕 陆东疆 79
陆丞燕 徐凤年 191
卢道林 卢白颉 63
许拱 卢白颉 54
许拱 顾剑棠 72
许拱 卢升象 143
许拱 陈望 47
许拱 唐铁霜 46
卢白颉 卢道林 63
卢白颉 徐凤年 53
卢白颉 顾剑棠 77
卢白颉 卢升象 75
卢白颉 许拱 54
李密 曹长卿 72
赵勾 徐凤年 111
桓温 张巨鹿 160
桓温 张庐 47
桓温 王雄贵 65
桓温 殷茂春 47
桓温 赵右龄 56
桓温 齐阳龙 80
轩辕青锋 轩辕敬城 68
轩辕青锋 温华 80
轩辕青锋 徐凤年 487
轩辕青锋 黄放佛 51
轩辕青锋 王仙芝 119
吴素 徐凤年 47
吴素 徐骁 60
赵黄巢 徐凤年 117
袁庭山 徐凤年 82
袁庭山 顾剑棠 166
王赵毅 徐凤年 46
赵毅 宋笠 57
赵毅 寇江淮 55
轩辕大磐 轩辕敬城 63
轩辕敬城 轩辕青锋 68
轩辕敬城 徐凤年 80
轩辕敬城 轩辕大磐 63
轩辕敬意 轩辕敬宣 54
轩辕敬宣 轩辕敬意 54
黄放佛 轩辕青锋 51
赵右龄 张巨鹿 65
赵右龄 王雄贵 88
赵右龄 韩林 65
赵右龄 殷茂春 140
赵右龄 桓温 56
赵右龄 张庐 48
王雄贵 张巨鹿 119
王雄贵 赵右龄 88
王雄贵 韩林 47
王雄贵 殷茂春 71
王雄贵 桓温 65
王雄贵 张庐 57
韩林 赵右龄 65
韩林 王雄贵 47
韩林 徐凤年 56
韩林 殷茂春 54
韩林 蔡楠 91
刘文豹 徐凤年 92
赵宣素 徐凤年 53
卢升象 陈芝豹 73
卢升象 徐骁 69
卢升象 顾剑棠 129
卢升象 卢白颉 75
卢升象 徐凤年 79
卢升象 曹长卿 61
卢升象 杨慎杏 89
卢升象 阎震春 50
卢升象 宋笠 64
卢升象 郭东风 75
卢升象 许拱 143
卢升象 吴重轩 53
卢升象 杨隗 59
柴青山 宋念卿 53
柴青山 徐凤年 70
柴青山 祁嘉节 47
柴青山 韦淼 47
肖锵 刘妮蓉 127
肖锵 徐凤年 53
肖锵 肖凌 56
刘妮蓉 肖锵 127
刘妮蓉 徐凤年 174
刘妮蓉 赵颍川 88
公孙杨 徐凤年 85
赵颍川 刘妮蓉 88
肖凌 肖锵 56
刘妮容 徐凤年 53
拓跋菩萨 王仙芝 62
拓跋菩萨 邓太阿 87
拓跋菩萨 洪敬岩 94
拓跋菩萨 徐凤年 263
慕容宝鼎 洪敬岩 64
慕容宝鼎 董卓 95
慕容宝鼎 徐凤年 133
慕容宝鼎 徐龙象 129
邓茂 徐凤年 66
陶潜稚 徐凤年 56
董卓 徐凤年 190
董卓 杨元赞 121
董卓 慕容宝鼎 95
董卓 陈芝豹 50
董卓 徐骁 53
董卓 洪敬岩 68
董卓 褚禄山 81
谢灵 徐凤年 160
陶满武 徐凤年 161
李六 徐凤年 47
种凉 徐凤年 267
种神通 徐凤年 67
种神通 种檀 74
杨元赞 董卓 121
杨元赞 徐凤年 47
杨元赞 种檀 50
李密弼 徐凤年 115
李玉斧 徐凤年 172
李玉斧 洪洗象 55
陈将军 齐当国 72
苏酥 老夫子 182
苏酥 薛宋官 49
苏酥 徐凤年 83
薛宋官 苏酥 49
青竹娘 徐凤年 53
韩芳 徐凤年 71
韩芳 张秀诚 56
张秀诚 徐凤年 48
张秀诚 韩芳 56
徐璞 徐凤年 72
陆沉 徐凤年 62
陆沉 种檀 49
种檀 陆沉 49
种檀 种神通 74
种檀 徐凤年 116
种檀 杨元赞 50
黄青 徐凤年 55
黄青 徐龙象 110
徐淮南 徐凤年 49
徐淮南 徐北枳 48
徐淮南 宋玉井 64
徐北枳 徐凤年 734
徐北枳 徐骁 142
徐北枳 徐淮南 48
徐北枳 褚禄山 60
徐北枳 陈锡亮 274
徐北枳 李功德 105
徐北枳 汪植 79
徐北枳 陈望 48
李负真 李翰林 47
李负真 宋岩 110
李负真 郭扶风 91
李负真 宋黄眉 58
宋玉井 徐淮南 64
第五貉 徐凤年 251
宋堂禄 司礼监 53
陈锡亮 徐凤年 244
陈锡亮 徐北枳 274
陈锡亮 徐骁 90
陈锡亮 杨光斗 72
陈锡亮 寇江淮 61
洪书文 徐凤年 107
汪植 徐凤年 87
汪植 徐北枳 79
张庐 张巨鹿 75
张庐 桓温 47
张庐 王雄贵 57
张庐 赵右龄 48
司礼监 宋堂禄 53
顾庐 顾剑棠 55
蔡楠 顾剑棠 79
蔡楠 徐骁 61
蔡楠 徐凤年 59
蔡楠 韩林 91
元本溪 徐凤年 87
元本溪 徐骁 62
元本溪 张巨鹿 60
钟洪武 褚禄山 57
钟洪武 燕文鸾 147
钟洪武 陈芝豹 82
钟洪武 徐凤年 202
钟洪武 徐骁 115
燕文鸾 褚禄山 108
燕文鸾 钟洪武 147
燕文鸾 陈芝豹 76
燕文鸾 袁左宗 84
燕文鸾 徐骁 172
燕文鸾 徐凤年 265
燕文鸾 顾大祖 100
燕文鸾 陈云垂 89
燕文鸾 何仲忽 82
燕文鸾 周康 47
燕文鸾 田衡 54
燕文鸾 郁鸾刀 47
赵炳 徐骁 63
赵篆 徐骁 75
赵篆 徐凤年 154
赵篆 张巨鹿 80
赵篆 陈芝豹 62
祁嘉节 徐凤年 106
祁嘉节 柴青山 47
周康 徐骁 68
周康 顾大祖 116
周康 燕文鸾 47
周康 陈云垂 46
周康 何仲忽 79
周康 徐凤年 123
桓老爷 顾大城 67
殷茂春 王雄贵 71
殷茂春 赵右龄 140
殷茂春 张巨鹿 48
殷茂春 韩林 54
殷茂春 桓温 47
殷茂春 陈望 53
柳蒿师 徐凤年 172
柳蒿师 宋念卿 67
徐婴 徐凤年 73
赵凝神 白煜 61
赵凝神 徐凤年 182
燕山庄 徐凤年 104
张春霖 徐凤年 82
徐瞻 周亲浒 51
顾大祖 袁左宗 59
顾大祖 徐凤年 136
顾大祖 徐骁 67
顾大祖 燕文鸾 100
顾大祖 褚禄山 52
顾大祖 周康 116
顾大祖 陈云垂 57
周亲浒 徐瞻 51
周亲浒 徐凤年 66
鹿山 徐凤年 85
鹿山 刘松涛 59
刘松涛 徐凤年 117
刘松涛 鹿山 59
刘松涛 王仙芝 64
隋斜谷 徐凤年 143
隋斜谷 王仙芝 65
黄筌 徐凤年 76
李懿白 徐凤年 50
林红猿 徐凤年 143
宋念卿 徐凤年 103
宋念卿 柳蒿师 67
宋念卿 王仙芝 66
宋念卿 柴青山 53
赵铸 徐凤年 114
赵铸 吴重轩 57
李叔叔 徐凤年 63
黄楠郡 李功德 86
黄楠郡 徐凤年 170
黄楠郡 宋岩 164
黄楠郡 王云舒 55
宋岩 徐凤年 148
宋岩 黄楠郡 164
宋岩 李功德 65
宋岩 徐骁 55
宋岩 宋黄眉 92
宋岩 李负真 110
宋岩 郭扶风 118
宋黄眉 宋岩 92
宋黄眉 李负真 58
宋黄眉 郭扶风 54
郭扶风 宋岩 118
郭扶风 李负真 91
郭扶风 宋黄眉 54
王云舒 徐凤年 94
王云舒 黄楠郡 55
王绿亭 徐凤年 58
王绿亭 孙寅 68
李息 李功德 49
孙寅 王绿亭 68
孙寅 李吉甫 88
孙寅 刘怀 51
王初东 徐骁 49
马金钗 朱伯瑜 69
朱伯瑜 马金钗 69
于新郎 王仙芝 64
于新郎 楼荒 60
楼荒 于新郎 60
高树露 王仙芝 84
高树露 徐凤年 198
李桂翁 石迁 48
石迁 李桂翁 48
郁鸾刀 徐凤年 193
郁鸾刀 徐骁 69
郁鸾刀 燕文鸾 47
郁鸾刀 寇江淮 77
刘元季 尉铁山 54
尉铁山 刘元季 54
陈云垂 燕文鸾 89
陈云垂 顾大祖 57
陈云垂 周康 46
陈云垂 徐凤年 46
何仲忽 燕文鸾 82
何仲忽 周康 79
何仲忽 徐骁 59
何仲忽 徐凤年 93
陆氏 陆东疆 49
陆氏 徐凤年 77
杨慎杏 顾剑棠 52
杨慎杏 徐骁 64
杨慎杏 徐凤年 139
杨慎杏 卢升象 89
杨慎杏 阎震春 99
杨慎杏 杨虎臣 65
杨慎杏 白煜 55
周浚臣 徐凤年 73
周浚臣 徐骁 68
宋长穗 徐凤年 51
杨光斗 徐凤年 149
杨光斗 徐骁 79
杨光斗 陈锡亮 72
曹嵬 徐凤年 330
曹嵬 徐骁 65
曹嵬 谢西陲 92
顾大城 桓老爷 67
阎震春 卢升象 50
阎震春 杨慎杏 99
左靖 徐凤年 88
朱正立 徐凤年 75
裴穗 谢西陲 46
谢西陲 曹长卿 65
谢西陲 裴穗 46
谢西陲 寇江淮 206
谢西陲 宋笠 57
谢西陲 徐凤年 83
谢西陲 曹嵬 92
樊小柴 徐凤年 86
糜奉节 徐凤年 103
宋笠 卢升象 64
宋笠 赵毅 57
宋笠 寇江淮 51
宋笠 谢西陲 57
韦淼 柴青山 47
吕云长 徐凤年 160
吕云长 王生 172
吕云长 余地龙 129
余地龙 吕云长 129
余地龙 徐凤年 276
余地龙 王生 80
郭东风 卢升象 75
郭东风 杨隗 55
杨虎臣 杨慎杏 65
杨虎臣 徐凤年 57
寇江淮 谢西陲 206
寇江淮 曹长卿 57
寇江淮 徐骁 49
寇江淮 赵毅 55
寇江淮 宋笠 51
寇江淮 徐凤年 224
寇江淮 褚禄山 49
寇江淮 郁鸾刀 77
寇江淮 李陌藩 47
寇江淮 陈锡亮 61
韩桂 徐凤年 78
宋洞明 徐凤年 226
宋洞明 徐骁 52
宋洞明 白煜 102
宋洞明 陆东疆 46
李陌藩 寇江淮 47
刘寄奴 徐凤年 85
田衡 燕文鸾 54
陈望 殷茂春 53
陈望 许拱 47
陈望 李吉甫 49
陈望 严池集 51
陈望 徐北枳 48
李吉甫 陈望 49
李吉甫 孙寅 88
唐铁霜 许拱 46
铁木迭 徐凤年 66
鹿尾巴 司马真铭 51
马真铭 司马真铭 54
司马真铭 马真铭 54
司马真铭 鹿尾巴 51
吴重轩 赵铸 57
吴重轩 卢升象 53
吴重轩 王铜山 140
宋夫人 徐凤年 69
刘怀玺 徐凤年 47
沈长庚 徐凤年 88
杨隗 郭东风 55
杨隗 卢升象 59
李彦超 陆大远 57
陆大远 李彦超 57
刘怀 孙寅 51
徐宝藻 徐凤年 113
